generation,best_fitness,avg_fitness,median_eta,median_lambda,median_drift
252,3.0,0.1953125,0.09976366376441564,0.16423250733676314,0.13479797113637462
253,3.0,0.28125,0.09991553050072591,0.17759257353081276,0.0925602387737615
254,3.0,0.3203125,0.09945443607053928,0.17759257353081276,0.11766369623526535
255,5.0,0.390625,0.09812044962206784,0.16048312730076789,0.08640521723277483
256,4.0,0.2578125,0.09829298371407613,0.16048312730076789,0.044805668402334686
257,3.0,0.3203125,0.09799808358846653,0.14222799102202627,0.08560912485290174
258,3.0,0.1015625,0.09842593233099069,0.10905961832315522,0.10854936230220313
259,3.0,0.2265625,0.09813758623878643,0.12147736421303654,0.06586082345912662
260,4.0,0.1953125,0.09782859303228954,0.11059167122233528,0.09230240076234568
261,3.0,0.2421875,0.09722709227679785,0.1082617312649114,0.15764082885288772
262,4.0,0.3203125,0.09758939213105515,0.08218191876952859,0.11492849706697769
263,4.0,0.3046875,0.0994990426413884,0.08218191876952859,0.018519687244334622
264,4.0,0.296875,0.0992789964147005,0.08218191876952859,0.06602901424612806
265,4.0,0.34375,0.09923993972433567,0.08218191876952859,0.02851653858235591
266,3.0,0.1796875,0.09973049753317795,0.08218191876952859,0.01184323292091835
267,4.0,0.2578125,0.10028774687081375,0.06820265696174753,0.01178414353606027
268,3.0,0.34375,0.10023383999460475,0.08218191876952859,0.024560184433849483
269,5.0,0.3515625,0.10010735956578748,0.08218191876952859,0.11727748902591384
270,5.0,0.3984375,0.09957132821804662,0.08787737881732854,0.1197838194280436
271,5.0,0.2734375,0.09883161751235015,0.13399068205628223,0.06885292034659055
272,4.0,0.3359375,0.0988672395775263,0.15310969278947184,0.18724881192486442
273,5.0,0.328125,0.09878599805280268,0.14654703120030155,0.06239141963014784
274,5.0,0.40625,0.10040000594389183,0.13399068205628223,0.0498441402268915
275,5.0,0.34375,0.10019052619752952,0.13870471626102426,0.0346870056432067
276,5.0,0.3359375,0.09974888974975715,0.14207798704929275,0.07038965614094458
277,5.0,0.390625,0.1004310685930733,0.17626517515638626,0.06625347852427042
278,5.0,0.3671875,0.10119570877161563,0.1999922340233431,0.04595081191940753
279,5.0,0.328125,0.10128297508954304,0.18960131869183988,0.07120795899893914
280,5.0,0.4140625,0.10056778974573152,0.2565821309708662,0.07543662501987039
281,5.0,0.2890625,0.0998559536299129,0.2565821309708662,0.06825071657659315
282,5.0,0.2890625,0.09885864436092977,0.24308679058262306,0.18932235853023793
283,5.0,0.2109375,0.10069879977651147,0.2565821309708662,0.06160798513914673
284,6.0,0.34375,0.10071150893631539,0.2503133076857885,0.07630394062157209
285,5.0,0.2421875,0.09899511257376459,0.2720971320726764,0.042137046961397195
286,3.0,0.359375,0.09959718307385046,0.371528771801768,0.022495299729624493
287,4.0,0.359375,0.09925961560771487,0.3709637447593483,0.02353191288256791
288,6.0,0.3671875,0.09903158388511568,0.371528771801768,0.055320276369016354
289,4.0,0.2578125,0.09872158156339393,0.4592103652112932,0.02647083901586371
290,3.0,0.3125,0.09860236864426347,0.4813576965931352,0.03750953519790989
291,3.0,0.4609375,0.09884837911797113,0.4634042228855561,0.04426966038605956
292,5.0,0.2734375,0.09927895619261046,0.4806841095363813,0.04231724821954888
293,3.0,0.1640625,0.0990006361565597,0.5033680839033299,0.06831001593558836
294,4.0,0.3203125,0.10001097863439452,0.4813576965931352,0.08650587868878301
295,3.0,0.1875,0.10075629763859413,0.4634042228855561,0.11166409661865337
296,4.0,0.296875,0.10146899824819636,0.48014042927611394,0.05507579263916414
297,4.0,0.234375,0.10146837900956347,0.4634042228855561,0.02355307857348786
298,6.0,0.328125,0.099958215472532,0.4634042228855561,0.027570159781251484
299,6.0,0.421875,0.10046317145225689,0.4634042228855561,0.027274078542482053
300,6.0,0.390625,0.10097527414706789,0.44104107091668904,0.02012112471269362
301,4.0,0.21875,0.10186519734144606,0.44104107091668904,0.007714319757116983
302,4.0,0.3359375,0.10171302989938674,0.4605363920149978,0.010215349072755415
303,4.0,0.3671875,0.1004178719412917,0.4605363920149978,0.0067225300252859565
304,4.0,0.328125,0.09996900426708982,0.4823565768123689,0.005049581420301357
305,4.0,0.3359375,0.10002619086672629,0.4959027892125544,0.004176385454262748
306,4.0,0.28125,0.10105577198678135,0.4823565768123689,0.012193602482245413
307,4.0,0.3125,0.09953761525082347,0.4147041287973314,0.007163522572637017
308,4.0,0.2734375,0.09928230516459682,0.3245125409754062,0.003493066954383295
309,5.0,0.2109375,0.09929510346109001,0.3245125409754062,0.01595851676434577
310,4.0,0.28125,0.09830073261896878,0.32010856011968186,0.014460155238023065
311,4.0,0.328125,0.09985668502866092,0.3245125409754062,0.009656583065779184
312,4.0,0.3203125,0.10071141650562922,0.3245125409754062,0.023779175908657198
313,4.0,0.375,0.10002139681235425,0.3245125409754062,0.00622633307565036
314,4.0,0.3515625,0.0994583373484194,0.41019463883614066,0.027721286416255972
315,4.0,0.3828125,0.09963990906638784,0.3245125409754062,0.010044865198784916
316,4.0,0.34375,0.10098814597263898,0.3245125409754062,0.014421663439184301
317,4.0,0.265625,0.10100995182231547,0.4120642916999676,0.00482382308063352
318,4.0,0.3828125,0.10205936679673352,0.3245125409754062,0.004936826409980617
319,4.0,0.2890625,0.1017623620121248,0.3182339614091172,0.015587283041178892
320,4.0,0.3046875,0.10199933365300667,0.31521818462390927,0.006810352612645673
321,5.0,0.3515625,0.102424552394419,0.31521818462390927,0.012495569476789517
322,4.0,0.2109375,0.10161293672515274,0.31521818462390927,0.018560857922580047
323,5.0,0.2421875,0.10156426417807542,0.33568643283382676,0.0021090637723712486
324,5.0,0.4765625,0.10213091934889854,0.3842341866980308,0.004950672470237522
325,5.0,0.28125,0.10245436167724291,0.4056884864612782,0.0014351658123101531
326,5.0,0.359375,0.10232367899140246,0.4418663165453168,0.0018300333304777133
327,5.0,0.4453125,0.10212321177095177,0.4056884864612782,0.07906274852582372
328,5.0,0.28125,0.10172181719851309,0.38405047942787085,0.011445476942186188
329,5.0,0.3359375,0.10150414405998151,0.36107453925911215,0.005817466495448205
330,5.0,0.421875,0.10092049884615675,0.31521818462390927,0.04386049256464392
331,5.0,0.2265625,0.10082373033892786,0.36497314595434727,0.061488721391035596
332,5.0,0.4296875,0.1011114586509465,0.38738041313066107,0.08294083022988791
333,5.0,0.3828125,0.10186798394070196,0.320871830731476,0.036431074458569426
334,5.0,0.453125,0.10184605081493311,0.31521818462390927,0.03610888716960728
335,5.0,0.3125,0.10158417784927073,0.31521818462390927,0.022084662192763047
336,5.0,0.390625,0.1003824530851338,0.33090384506953596,0.03019566737551453
337,6.0,0.4921875,0.09984601197085938,0.33051281563920265,0.02937555190805962
338,5.0,0.5625,0.10156489060223403,0.3456571302967313,0.007819863310584403
339,5.0,0.4765625,0.10071676645990738,0.3860233298552914,0.019166274771246952
340,3.0,0.203125,0.10049865458588902,0.3563708213728413,0.0015871423008867402
341,3.0,0.328125,0.10022513118954018,0.3364396887733729,0.03725280502410319
342,3.0,0.2421875,0.10080991405090395,0.3658313744021434,0.009730645521780297
343,3.0,0.15625,0.10066199504426734,0.4056340120978999,0.014626528458958885
344,3.0,0.1484375,0.09851845977378658,0.42432403581319306,0.0014274403033737722
345,3.0,0.1796875,0.09829168639610104,0.36900709946007193,0.0006389756658955826
346,3.0,0.2421875,0.1000261331561282,0.36265564934421496,0.006242993121200107
347,4.0,0.3203125,0.10035646107334997,0.36900709946007193,0.013475838854030201
348,3.0,0.203125,0.10060778422443276,0.36900709946007193,0.0023565480858769835
349,3.0,0.1796875,0.09950599806951532,0.4059485539700476,0.011408513703483537
350,3.0,0.203125,0.09918159880827859,0.3713022357299396,0.0015540375611473023
351,3.0,0.1875,0.09940677662300167,0.46378001882312375,0.002700348814366165
352,4.0,0.2734375,0.0999006225728545,0.4645145388449732,0.011211060390491296
353,3.0,0.2109375,0.10021189053524987,0.4645145388449732,0.013070904522532577
354,3.0,0.2578125,0.09989343198439121,0.46378001882312375,0.00178173745167077
355,3.0,0.21875,0.09981762650255074,0.4350710076565964,0.014364100628689576
356,3.0,0.3359375,0.09988499566188022,0.41377261597564013,0.009098316946817888
357,7.0,0.3828125,0.10048179089506903,0.4350710076565964,0.004968188370244778
358,4.0,0.15625,0.10063911790778718,0.4350710076565964,0.019996331685571307
359,4.0,0.2578125,0.10082061608642179,0.43493017839083337,0.0310277337899044
360,7.0,0.3984375,0.10071584315485665,0.3842836282235546,0.05517147940525814
361,4.0,0.2734375,0.10040705932222052,0.3487814926554681,0.0740305819966775
362,2.0,0.1640625,0.10146767423016269,0.3471824372593701,0.022477865317436577
363,5.0,0.3359375,0.10014115119670298,0.3364333166071819,0.05882537972107062
364,5.0,0.2890625,0.09923800191343841,0.21089410539650716,0.058825378894405464
365,7.0,0.4296875,0.09938849279823389,0.18636869091200864,0.010984215254636446
366,4.0,0.2890625,0.09905340952557165,0.18636869091200864,0.036220589171193286
367,4.0,0.265625,0.09925795849926526,0.18636869091200864,0.006264559641526321
368,7.0,0.2890625,0.09921288557591627,0.19725676680765286,0.002048370196566378
369,4.0,0.265625,0.09968393695106327,0.3349447386768775,0.007469943857543661
370,7.0,0.3203125,0.09956771424919256,0.28544339993874357,0.002297678208496178
371,4.0,0.3359375,0.09973735304402859,0.3613143682482216,0.0007439575445646321
372,5.0,0.265625,0.09861536179716188,0.3487814926554681,0.0012869321465163418
373,5.0,0.421875,0.09789656519612944,0.38458626137482804,0.003298148545803648
374,4.0,0.3203125,0.09830876285884597,0.3685693028462194,0.0036786041786134732
375,4.0,0.2890625,0.09779590219369017,0.346745485387829,0.004118093335749842
376,4.0,0.28125,0.09895993913323356,0.33528970562867144,0.06126435152654276
377,5.0,0.4375,0.09916325547177895,0.32586993313715296,0.07150732550323287
378,4.0,0.390625,0.09850614501812575,0.2737645860747259,0.021248177606032214
379,3.0,0.2265625,0.09817772944514241,0.33416694934120683,0.11854028162245638
380,6.0,0.34375,0.09905091598487065,0.2737645860747259,0.06156991680725512
381,4.0,0.3359375,0.09833510268203492,0.3230657320975605,0.123866960686624
382,4.0,0.25,0.09641233781215278,0.3374148486049271,0.09392969482478569
383,5.0,0.375,0.0959196728317207,0.2737645860747259,0.09679517447162767
384,6.0,0.3984375,0.09598646828107374,0.18086941652544924,0.07950269912120037
385,5.0,0.359375,0.09570428672064718,0.17443608128581972,0.10625951381826726
386,4.0,0.2890625,0.09571686068501667,0.18086941652544924,0.08710977349350951
387,3.0,0.2578125,0.09578854293018017,0.16967488018725896,0.12088895827949672
388,5.0,0.3125,0.09817568503205581,0.15787402917762003,0.17583403393462932
389,4.0,0.328125,0.09919548219750944,0.18086941652544924,0.10097240791394421
390,3.0,0.21875,0.10025989497968196,0.1714169287951776,0.12107074047349865
391,4.0,0.3203125,0.09978251625430543,0.1141029477567755,0.04854634182638847
392,3.0,0.3125,0.09902185071083748,0.1141029477567755,0.03692678555442924
393,4.0,0.4140625,0.099245884604796,0.08563207866290853,0.1496494795456866
394,3.0,0.4140625,0.099465669032469,0.08563207866290853,0.25515352765895855
395,3.0,0.3671875,0.09985763168068479,0.08563207866290853,0.071555439807993
396,4.0,0.21875,0.10121845115386446,0.15038638086719028,0.02126398353733667
397,3.0,0.34375,0.10117881010965601,0.14280946120039767,0.029040910085528136
398,3.0,0.40625,0.10193014752296056,0.10253678515990734,0.020980821835470398
399,5.0,0.4296875,0.10160624515085517,0.10253678515990734,0.022704678648976268
400,6.0,0.4140625,0.10182288334277373,0.10253678515990734,0.03272324644609705
401,7.0,0.390625,0.10175049910900642,0.10253678515990734,0.06102835403827192
402,3.0,0.28125,0.10213460190383213,0.10253678515990734,0.03939681603609782
403,3.0,0.4375,0.10221976655289221,0.046557441354211214,0.05074678939078379
404,3.0,0.3125,0.10245031128374796,0.0424310651321425,0.03935335748230552
405,3.0,0.3671875,0.10368714586857769,0.04449425324317686,0.0881491193994502
406,3.0,0.453125,0.10287532203876115,0.060038976160947444,0.056683633885860056
407,3.0,0.4375,0.10291011952352735,0.06056749229583115,0.034857134328296735
408,3.0,0.2265625,0.10199020063543639,0.062377188321552944,0.08765453384414645
409,4.0,0.3359375,0.10215763915687141,0.06078169421425818,0.12548274918988456
410,4.0,0.375,0.10256918480972665,0.06078169421425818,0.20452752438606892
411,3.0,0.3125,0.10296765039793143,0.07097266927323245,0.12302135238164842
412,3.0,0.3046875,0.10379652092981863,0.1141029477567755,0.11510122112864585
413,4.0,0.421875,0.10464191154934814,0.2557808301292291,0.20313344430958818
414,3.0,0.421875,0.10451810294121204,0.25057536304926636,0.16627581642140837
415,4.0,0.3671875,0.1044303330265479,0.2696312649165731,0.14475966453732209
416,4.0,0.3125,0.1040383027429099,0.2756667237756813,0.14570060698856774
417,4.0,0.28125,0.10358283179460423,0.32053802005135973,0.2181881119079223
418,3.0,0.2265625,0.10341941801401042,0.312014862387453,0.32866635886202483
419,4.0,0.375,0.10256697306543527,0.32999755973135314,0.29960913058011124
420,4.0,0.375,0.10285460921193773,0.32999755973135314,0.33631494797575545
421,4.0,0.296875,0.10347652720877695,0.32999755973135314,0.5865533120252255
422,4.0,0.4140625,0.10383528690399,0.3113430582800283,0.4768810815083404
423,4.0,0.3046875,0.10417399867243904,0.3304911468991836,0.4673795245186556
424,7.0,0.5703125,0.10364547556547182,0.4240098395772093,0.27729390924806985
425,7.0,0.609375,0.10281185756792202,0.5180000899457787,0.4166027959531402
426,6.0,0.4453125,0.10236496703666229,0.5895815088326253,0.3982112093398916
427,6.0,0.7421875,0.10326111110429838,0.5895815088326253,0.3571896394078298
428,4.0,0.546875,0.10323731609021418,0.5895815088326253,0.5161155169788915
429,6.0,0.578125,0.10216884849192279,0.5895815088326253,0.5567813735655948
430,5.0,0.5546875,0.10320974943722475,0.5895815088326253,0.5295723212095429
431,5.0,0.4375,0.10259388265497889,0.5895815088326253,0.48093256324383316
432,6.0,0.546875,0.1020791322552711,0.6018091885876466,0.4094404022754966
433,5.0,0.515625,0.10207365643891235,0.6293978825306621,0.3090394840263453
434,5.0,0.5,0.10210428323213501,0.6358549039961848,0.38120786782076865
435,5.0,0.671875,0.10206163621196059,0.5241132771327344,0.34832911945302847
436,5.0,0.3984375,0.10080394123980391,0.5447525732153532,0.5792756924518053
437,5.0,0.6328125,0.10042962569211868,0.6169032517353504,0.453047123450273
438,7.0,0.5546875,0.10073618492441459,0.6370970582988564,0.33050613948266555
439,5.0,0.390625,0.10097402292867666,0.6468511669214271,0.5284559668850513
440,5.0,0.7109375,0.1009132070382828,0.6491399154038393,0.4602600684564928
441,7.0,0.53125,0.101464678120611,0.6681278118803141,0.489738667948996
442,5.0,0.7265625,0.10141995462621332,0.6627744875804489,0.6837630996085187
443,5.0,0.6640625,0.10140620614172394,0.6681278118803141,0.3532974090112909
444,2.0,0.0546875,0.10118100272219563,0.7385631738108178,0.9135742130784159
445,4.0,0.109375,0.10075419842246017,0.8280473288770411,1.1631776342585534
446,4.0,0.09375,0.10075419842246017,0.8863462498924444,1.1302266170697983
447,8.0,0.1484375,0.10045693283970923,0.8843955755683655,0.9922228654426271
448,2.0,0.0625,0.10044871557812489,0.909851615158694,0.6384339418003984
449,4.0,0.109375,0.10036207819603762,0.909851615158694,0.5571659782232625
450,4.0,0.0625,0.09982187370937565,0.8636772896494049,0.5722681507853091
451,3.0,0.15625,0.10066074972936825,0.8319878448476913,0.7335983800341611
452,3.0,0.046875,0.10220928593628506,0.8319878448476913,0.6342443514394396
453,2.0,0.0625,0.10244633237697715,0.8078444019415493,0.42598597217877165
454,5.0,0.1484375,0.10150506524359251,0.8078444019415493,0.22405432519870588
455,2.0,0.0703125,0.10162950115778677,0.8613323830160167,0.4175267898491967
456,4.0,0.0703125,0.10248719553664272,0.8415715794797204,0.3030835290489998
457,3.0,0.0703125,0.10231981753862757,0.8407119336463686,0.22378628963977454
458,8.0,0.1015625,0.10141566474149587,0.8177906877122982,0.39576163386214724
459,1.0,0.0390625,0.10044159980013614,0.8069149605418318,0.1518310158281795
460,4.0,0.28125,0.10068183486319954,0.8008390144080862,0.22147914725370565
461,4.0,0.390625,0.10061096238192235,0.8069149605418318,0.39222409928337937
462,4.0,0.515625,0.10094852315344019,0.803876987474959,0.4329345853301058
463,4.0,0.359375,0.10099132968788849,0.7313226903143033,0.41338431158748984
464,4.0,0.4453125,0.10106897625673775,0.7271720259376171,0.4386638649169794
465,5.0,0.5078125,0.10153386760948865,0.7115496479000866,0.45347043266327863
466,5.0,0.6875,0.10222109741009974,0.7395314005943638,0.41161617924782007
467,4.0,0.5390625,0.10251004172658497,0.7386619998842558,0.27619625856919783
468,4.0,0.515625,0.1038348620600753,0.8162289699234468,0.3856192855783471
469,4.0,0.3984375,0.10472690669204933,0.764173486701394,0.38670702223171605
470,4.0,0.3359375,0.10485722782052538,0.7543824170536609,0.32511890459540027
471,4.0,0.4609375,0.10484006368525092,0.7543824170536609,0.3867052007733339
472,4.0,0.5703125,0.10422633516464304,0.7543824170536609,0.37021887178679014
473,5.0,0.6171875,0.10433368654407522,0.8421472478519311,0.37063905459974184
474,4.0,0.6484375,0.10477222608882034,0.8471157523830497,0.3872830099276745
475,5.0,0.390625,0.10574027877575112,0.7710925979984136,0.2261282610972698
476,4.0,0.34375,0.10504873302064756,0.8421472478519311,0.17910817476281288
477,4.0,0.3671875,0.10357185004974717,0.8421472478519311,0.15173417604006656
478,4.0,0.4375,0.10390913667894061,0.840236845608141,0.1375300181707749
479,4.0,0.296875,0.10275386784751213,0.8469704403242548,0.15149941481928175
480,5.0,0.40625,0.10248939032144674,0.8433056881420709,0.15227216031083476
481,4.0,0.453125,0.10237046522868391,0.8599670305457866,0.19729532693753593
482,4.0,0.3359375,0.10235467457206684,0.7733492112936452,0.14712403138094007
483,4.0,0.2890625,0.10265617413195258,0.7601025021531109,0.17369838955598393
484,4.0,0.3515625,0.10194633492194617,0.7311001046685792,0.12161319314564856
485,4.0,0.40625,0.10188141566103875,0.776341167725463,0.1380075947369766
486,5.0,0.4296875,0.1026700249274498,0.7809163352090256,0.13752862376992647
487,4.0,0.5,0.10253009136531352,0.8731464657441905,0.13752918044346776
488,4.0,0.3984375,0.10261658497073366,0.9073857241624874,0.1073376238551088
489,4.0,0.3125,0.10181060709630257,0.9383235275245403,0.2118417033678328
490,4.0,0.4453125,0.10128377525173979,0.9781733814634765,0.1534765048251313
491,4.0,0.359375,0.10076244015129264,1.0,0.1627690560314739
492,4.0,0.484375,0.10165906704877975,1.0,0.20314244864975622
493,4.0,0.296875,0.10214941502113137,1.0,0.1618929161547137
494,4.0,0.34375,0.10221436291597169,1.0,0.3001519662811021
495,5.0,0.359375,0.1008922366227547,1.0,0.19481756660035585
496,4.0,0.3671875,0.10158870618682486,1.0,0.2448857190107942
497,2.0,0.2421875,0.10186166882472744,1.0,0.281494103482136
498,3.0,0.4375,0.10168618855324757,0.9976930157751462,0.4826412757690115
499,4.0,0.359375,0.10159250015838507,0.9476548168945569,0.20279638592332092
500,4.0,0.3359375,0.10178343461731468,0.8983365738041466,0.12366727056050106
